x,y,z,C,R,G,B
11.56837381,-0.390647623,3.277349707,30,0.905189677,0,1
11.55934218,0.042758284,3.154061066,30,0.905189677,0,1
11.51087221,-1.261064859,3.055176439,30,0.905189677,0,1
11.52438195,-0.82609059,2.923170144,30,0.905189677,0,1
11.5487263,-1.304958801,3.552381906,30,0.905189677,0,1
11.57777347,-0.865628464,3.411751018,30,0.905189677,0,1
11.56808235,-0.426172462,3.277621982,30,0.905189677,0,1
11.57485463,0.007304262,3.15827273,30,0.905189677,0,1
11.52136217,-1.297997586,3.059003059,30,0.905189677,0,1
11.51695966,-0.861081619,2.92194372,30,0.905189677,0,1
11.55321764,-1.341376308,3.555012616,30,0.905189677,0,1
11.57219374,-0.900921085,3.41090511,30,0.905189677,0,1
11.56095249,-0.461430619,3.275987387,30,0.905189677,0,1
11.56035156,-0.028171662,3.15432428,30,0.905189677,0,1
11.52020722,-1.333672093,3.059768383,30,0.905189677,0,1
11.52586182,-0.897314017,2.924886997,30,0.905189677,0,1
11.55189673,-1.377154414,3.55588952,30,0.905189677,0,1
11.56172491,-0.935800631,3.40864967,30,0.905189677,0,1
11.5739017,-0.497516799,3.280073881,30,0.905189677,0,1
11.55731682,-0.063622254,3.153534637,30,0.905189677,0,1
11.52374284,-1.369922419,3.061809247,30,0.905189677,0,1
11.52498733,-0.932827093,2.925377661,30,0.905189677,0,1
11.53053093,-1.410498545,3.550628098,30,0.905189677,0,1
11.55975563,-0.971347441,3.408931718,30,0.905189677,0,1
11.55501957,-0.532225753,3.275170086,30,0.905189677,0,1
11.56671459,-0.099162012,3.156167018,30,0.905189677,0,1
11.52620407,-1.406089936,3.063595001,30,0.905189677,0,1
11.52207143,-0.968180837,2.925377662,30,0.905189677,0,1
11.52899621,-1.446224165,3.551505002,30,0.905189677,0,1
11.55194168,-1.006391301,3.407521948,30,0.905189677,0,1
11.56486442,-0.56824023,3.278439281,30,0.905189677,0,1
11.56635573,-0.134647728,3.156167017,30,0.905189677,0,1
11.52759282,-1.442165351,3.065125649,30,0.905189677,0,1
11.51808115,-1.003441414,2.92513233,30,0.905189677,0,1
11.53019607,-1.482319384,3.55325881,30,0.905189677,0,1
11.546889,-1.041655042,3.406958089,30,0.905189677,0,1
11.55826261,-0.603467218,3.277077196,30,0.905189677,0,1
11.56299415,-0.170089599,3.155377138,30,0.905189677,0,1
11.52215462,-1.477401819,3.06487054,30,0.905189677,0,1
11.52846505,-1.039993027,2.928566033,30,0.905189677,0,1
11.53412764,-1.518810191,3.555889521,30,0.905189677,0,1
11.5398178,-1.076718989,3.405830369,30,0.905189677,0,1
11.53810377,-0.637915423,3.271900892,30,0.905189677,0,1
11.564347,-0.205597859,3.155903802,30,0.905189677,0,1
11.51373277,-1.51224066,3.063850107,30,0.905189677,0,1
11.53969909,-1.076707961,2.932245307,30,0.905189677,0,1
11.52656972,-1.55380605,3.555012615,30,0.905189677,0,1
11.5335948,-1.111841356,3.40498446,30,0.905189677,0,1
11.51688102,-0.672189596,3.26645231,30,0.905189677,0,1
11.54726477,-0.240733972,3.151428686,30,0.905189677,0,1
11.50328953,-1.546784041,3.062319461,30,0.905189677,0,1
11.53441209,-1.111920151,2.931754645,30,0.905189677,0,1
11.52553818,-1.589684359,3.556181821,30,0.905189677,0,1
11.53203949,-1.147410769,3.405548322,30,0.905189677,0,1
11.55708134,-0.276413097,3.154324281,30,0.905189677,0,1
11.51381608,-1.584177063,3.066401187,30,0.905189677,0,1
11.53191118,-1.147397951,2.931999977,30,0.905189677,0,1
11.52060649,-1.625036781,3.55618182,30,0.905189677,0,1
11.53514612,-1.183470623,3.407521951,30,0.905189677,0,1
11.53846453,-0.744515989,3.273808,30,0.905189677,0,1
11.54364201,-0.311530064,3.150902259,30,0.905189677,0,1
11.50698711,-1.619223995,3.065890972,30,0.905189677,0,1
11.52544339,-1.182475105,2.931264216,30,0.905189677,0,1
11.47760981,-0.749239441,2.791775103,30,0.905189677,0,1
11.51178134,-1.659827918,3.555012618,30,0.905189677,0,1
11.52191957,-1.217845832,3.404702649,30,0.905189677,0,1
11.56204566,-0.781664311,3.281163689,30,0.905189677,0,1
11.54359554,-0.346972985,3.151165471,30,0.905189677,0,1
11.50100826,-1.654381624,3.065635864,30,0.905189677,0,1
11.52272585,-1.217931008,2.931509313,30,0.905189677,0,1
11.48398251,-0.785045248,2.793897745,30,0.905189677,0,1
11.50474185,-1.694858975,3.554428012,30,0.905189677,0,1
11.54388209,-1.255990819,3.412314881,30,0.905189677,0,1
11.55287516,-0.81665754,3.279256582,30,0.905189677,0,1
11.54247755,-0.382386622,3.151165474,30,0.905189677,0,1
11.49683512,-1.689799083,3.065890972,30,0.905189677,0,1
11.52086227,-1.253486235,2.931999976,30,0.905189677,0,1
11.49024405,-0.820897164,2.796020624,30,0.905189677,0,1
11.49948801,-1.730147125,3.554428013,30,0.905189677,0,1
11.55999707,-1.29364171,3.418235764,30,0.905189677,0,1
11.52824504,-0.850469262,3.272990702,30,0.905189677,0,1
11.54221351,-0.417831536,3.151428686,30,0.905189677,0,1
11.49159712,-1.725062962,3.065890973,30,0.905189677,0,1
11.51792525,-1.288933608,2.932245307,30,0.905189677,0,1
11.4828265,-0.855783762,2.794841406,30,0.905189677,0,1
11.49885226,-1.766144773,3.555889519,30,0.905189677,0,1
11.56073922,-1.329649332,3.419645296,30,0.905189677,0,1
11.54860586,-0.88760303,3.279529092,30,0.905189677,0,1
11.55148184,-0.453657017,3.154324282,30,0.905189677,0,1
11.47573653,-1.758699359,3.063084784,30,0.905189677,0,1
11.51584313,-1.324485678,2.932735736,30,0.905189677,0,1
11.48499093,-0.891384524,2.796020625,30,0.905189677,0,1
11.49432493,-1.801562553,3.556181822,30,0.905189677,0,1
11.54707746,-1.363985438,3.416825995,30,0.905189677,0,1
11.54774688,-0.92318283,3.280073881,30,0.905189677,0,1
11.54136048,-0.488727001,3.151955116,30,0.905189677,0,1
11.47506361,-1.794645167,3.064360324,30,0.905189677,0,1
11.50691212,-1.359240874,2.931509313,30,0.905189677,0,1
11.48220239,-0.926615785,2.796020625,30,0.905189677,0,1
11.47646753,-1.834855398,3.552381907,30,0.905189677,0,1
11.52283698,-1.396980002,3.41090511,30,0.905189677,0,1
11.55636591,-0.959561857,3.283343073,30,0.905189677,0,1
11.53595163,-0.523958006,3.150902258,30,0.905189677,0,1
11.50960741,-1.836239682,3.075074857,30,0.905189677,0,1
11.49883793,-1.394070496,2.930528219,30,0.905189677,0,1
11.49189404,-0.962893157,2.799086925,30,0.905189677,0,1
11.47078416,-1.870056043,3.552381906,30,0.905189677,0,1
11.50897573,-1.431141073,3.408085809,30,0.905189677,0,1
11.53994758,-0.993855908,3.279529093,30,0.905189677,0,1
11.50923619,-0.558132372,3.144058214,30,0.905189677,0,1
11.5268243,-1.875268428,3.081197445,30,0.905189677,0,1
11.5012412,-1.43017928,2.932245308,30,0.905189677,0,1
11.49663177,-0.998818144,2.800974009,30,0.905189677,0,1
11.46499245,-1.905239142,3.552381905,30,0.905189677,0,1
11.50833852,-1.466928683,3.409213531,30,0.905189677,0,1
11.53109323,-1.028742365,3.277894493,30,0.905189677,0,1
11.51132404,-0.593638313,3.145111073,30,0.905189677,0,1
11.55249495,-1.915843659,3.089616005,30,0.905189677,0,1
11.50641626,-1.46668365,2.934697922,30,0.905189677,0,1
11.5235171,-1.036784052,2.808286067,30,0.905189677,0,1
11.46852233,-1.942000913,3.555304917,30,0.905189677,0,1
11.50949174,-1.502974196,3.410905111,30,0.905189677,0,1
11.52788313,-1.064114365,3.277894494,30,0.905189677,0,1
11.49981575,-0.628425372,3.14247893,30,0.905189677,0,1
11.56944464,-1.955143932,3.095738595,30,0.905189677,0,1
11.50570755,-1.502480089,2.935679014,30,0.905189677,0,1
11.51157398,-1.071322457,2.80616319,30,0.905189677,0,1
11.47476197,-1.979290053,3.55910507,30,0.905189677,0,1
11.50863024,-1.538786352,3.412033067,30,0.905189677,0,1
11.52264878,-1.099293727,3.277349707,30,0.905189677,0,1
11.51131717,-0.664481667,3.146164165,30,0.905189677,0,1
11.55767387,-1.989645182,3.094207946,30,0.905189677,0,1
11.5010434,-1.537771974,2.935679013,30,0.905189677,0,1
11.49565732,-1.105425161,2.803096887,30,0.905189677,0,1
11.48182216,-2.016801033,3.563197286,30,0.905189677,0,1
11.51431134,-1.575517909,3.415134415,30,0.905189677,0,1
11.52209451,-1.1349224,3.278167006,30,0.905189677,0,1
11.56294375,-2.027097693,3.09726924,30,0.905189677,0,1
11.49819259,-1.573312353,2.936169677,30,0.905189677,0,1
11.48641011,-1.140112241,2.801681636,30,0.905189677,0,1
11.4784047,-2.0525222,3.564074189,30,0.905189677,0,1
11.52177619,-1.612564722,3.418799625,30,0.905189677,0,1
11.51568699,-1.169974591,3.277349708,30,0.905189677,0,1
11.51761382,-0.735777853,3.149059759,30,0.905189677,0,1
11.57094915,-2.065110964,3.101095861,30,0.905189677,0,1
11.48563092,-1.607505853,2.934207493,30,0.905189677,0,1
11.49059201,-1.176138296,2.803568481,30,0.905189677,0,1
11.48454114,-2.046173753,2.615436235,30,0.905189677,0,1
11.47393571,-2.088070275,3.564658793,30,0.905189677,0,1
11.50537764,-1.646274579,3.415416229,30,0.905189677,0,1
11.51682819,-1.205799751,3.278711795,30,0.905189677,0,1
11.5287779,-0.772012315,3.152744994,30,0.905189677,0,1
11.56646181,-2.100946041,3.101606077,30,0.905189677,0,1
11.48160503,-1.642873039,2.93445259,30,0.905189677,0,1
11.48403022,-1.211079686,2.802861091,30,0.905189677,0,1
11.47340918,-2.080527553,2.614342371,30,0.905189677,0,1
11.47970002,-2.125525462,3.568458709,30,0.905189677,0,1
11.51830973,-1.68420225,3.420773017,30,0.905189677,0,1
11.51785726,-1.241642816,3.280073879,30,0.905189677,0,1
11.52443088,-0.807243664,3.152218331,30,0.905189677,0,1
11.58087954,-2.140287545,3.107218686,30,0.905189677,0,1
11.4813065,-1.67879176,2.935679013,30,0.905189677,0,1
11.50344693,-1.248823592,2.808521864,30,0.905189677,0,1
11.46697257,-2.115717731,2.614342372,30,0.905189677,0,1
11.5060183,-2.166929347,3.578689488,30,0.905189677,0,1
11.51973136,-1.72052413,3.422746647,30,0.905189677,0,1
11.54555241,-1.280473292,3.289064167,30,0.905189677,0,1
11.53055942,-0.843229582,3.154587495,30,0.905189677,0,1
11.58281121,-2.177414867,3.109514657,30,0.905189677,0,1
11.47418484,-1.713721602,2.935188586,30,0.905189677,0,1
11.48893803,-1.282923537,2.805927392,30,0.905189677,0,1
11.45563257,-2.1499881,2.613248508,30,0.905189677,0,1
11.45304591,-2.149502726,2.16270284,30,0.905189677,0,1
11.49274134,-2.200960146,3.576643379,30,0.905189677,0,1
11.50965588,-1.755134842,3.421336877,30,0.905189677,0,1
11.54634957,-1.316433478,3.290426254,30,0.905189677,0,1
11.55100492,-0.880360427,3.160905111,30,0.905189677,0,1
11.57607627,-2.21294003,3.109514656,30,0.905189677,0,1
11.47366491,-1.749646565,2.936414774,30,0.905189677,0,1
11.47432846,-1.31694615,2.803332685,30,0.905189677,0,1
11.47677797,-2.190428283,2.619592826,30,0.905189677,0,1
11.47923403,-2.190897037,2.168906969,30,0.905189677,0,1
11.4868729,-2.236391671,3.576935679,30,0.905189677,0,1
11.50042479,-1.789847563,3.420209156,30,0.905189677,0,1
11.51836524,-1.349052739,3.283615587,30,0.905189677,0,1
11.55113471,-0.916023074,3.161694754,30,0.905189677,0,1
11.57777506,-2.250104814,3.111810627,30,0.905189677,0,1
11.47111691,-1.78528623,2.93715077,30,0.905189677,0,1
11.48857081,-1.354304275,2.807814238,30,0.905189677,0,1
11.47287743,-2.226185943,2.620249192,30,0.905189677,0,1
11.50141426,-2.231723215,2.174381297,30,0.905189677,0,1
11.47808182,-2.271251013,3.576350842,30,0.905189677,0,1
11.47782356,-1.822413772,3.415134415,30,0.905189677,0,1
11.50175292,-1.382891072,3.280073878,30,0.905189677,0,1
11.54923166,-0.951536341,3.161957968,30,0.905189677,0,1
11.57081678,-2.28561428,3.111810626,30,0.905189677,0,1
11.488565,-1.824119246,2.943037326,30,0.905189677,0,1
11.49497341,-1.390828451,2.810408945,30,0.905189677,0,1
11.46599419,-2.261373809,2.620249194,30,0.905189677,0,1
11.50705343,-2.269471677,2.17675356,30,0.905189677,0,1
11.47105922,-2.306454652,3.57635084,30,0.905189677,0,1
11.49490892,-1.861299357,3.421900974,30,0.905189677,0,1
11.50414105,-1.418995975,3.281980989,30,0.905189677,0,1
11.53856762,-0.986307104,3.159852252,30,0.905189677,0,1
11.56659402,-2.32167309,3.112575949,30,0.905189677,0,1
11.54607544,-1.869584444,2.959225232,30,0.905189677,0,1
11.48775986,-1.425728808,2.80970132,30,0.905189677,0,1
11.4714395,-2.29903291,2.623093287,30,0.905189677,0,1
11.51256902,-2.307275956,2.179125588,30,0.905189677,0,1
11.46111875,-2.341062275,3.575473938,30,0.905189677,0,1
11.50334389,-1.898900323,3.426130043,30,0.905189677,0,1
11.50164294,-1.454525024,3.282525777,30,0.905189677,0,1
11.54029221,-1.022127801,3.161168323,30,0.905189677,0,1
11.58215563,-2.361784806,3.118698541,30,0.905189677,0,1
11.55558976,-1.907524777,2.963149603,30,0.905189677,0,1
11.48236728,-1.46084343,2.809465287,30,0.905189677,0,1
11.47198141,-2.335773417,2.624843517,30,0.905189677,0,1
11.51218082,-2.343958274,2.180403035,30,0.905189677,0,1
11.46418295,-2.378350468,3.578689488,30,0.905189677,0,1
11.52395575,-1.938639883,3.434024321,30,0.905189677,0,1
11.495218,-1.48955738,3.28198099,30,0.905189677,0,1
11.5274956,-1.056647568,3.158535946,30,0.905189677,0,1
11.56917414,-2.396130642,3.117167893,30,0.905189677,0,1
11.59748457,-1.95100928,2.975413378,30,0.905189677,0,1
11.49035897,-1.497696894,2.812531825,30,0.905189677,0,1
11.48387244,-2.374910305,2.629218975,30,0.905189677,0,1
11.51071252,-2.380460862,2.181497853,30,0.905189677,0,1
11.47648386,-2.417650712,3.584827814,30,0.905189677,0,1
11.51700776,-1.97382361,3.433742271,30,0.905189677,0,1
11.50585468,-1.526842369,3.286339759,30,0.905189677,0,1
11.51939719,-1.09155334,3.157219874,30,0.905189677,0,1
11.5873162,-2.43698606,3.124055806,30,0.905189677,0,1
11.61437635,-1.990510868,2.981299931,30,0.905189677,0,1
11.50304792,-1.535255777,2.816777345,30,0.905189677,0,1
11.47844228,-2.410532229,2.629656473,30,0.905189677,0,1
11.51393956,-2.417986786,2.183505099,30,0.905189677,0,1
11.47742878,-2.454648588,3.587458523,30,0.905189677,0,1
11.53074631,-2.012612335,3.439663157,30,0.905189677,0,1
11.51160418,-1.563559148,3.289336679,30,0.905189677,0,1
11.53039651,-1.12829852,3.161168325,30,0.905189677,0,1
11.58262196,-2.473129654,3.124821129,30,0.905189677,0,1
11.61490062,-2.027300797,2.983016786,30,0.905189677,0,1
11.50502369,-1.571460029,2.818428395,30,0.905189677,0,1
11.4681297,-2.445125898,2.629000107,30,0.905189677,0,1
11.50839034,-2.453709598,2.183870117,30,0.905189677,0,1
11.4698444,-2.489849308,3.587458525,30,0.905189677,0,1
11.5245172,-2.047978675,3.439663157,30,0.905189677,0,1
11.50961214,-1.599266169,3.290153978,30,0.905189677,0,1
11.51536188,-1.162505269,3.158009516,30,0.905189677,0,1
11.59576943,-2.513158801,3.130433503,30,0.905189677,0,1
11.60480802,-2.062246793,2.982035693,30,0.905189677,0,1
11.52517213,-1.610245705,2.824561235,30,0.905189677,0,1
11.47011133,-2.482362011,2.631187837,30,0.905189677,0,1
11.50080829,-2.48900545,2.183870117,30,0.905189677,0,1
11.46775451,-2.526261003,3.589212329,30,0.905189677,0,1
11.53328595,-2.086057979,3.444174039,30,0.905189677,0,1
11.52656141,-1.637682527,3.296419857,30,0.905189677,0,1
11.51653916,-1.198327564,3.159325824,30,0.905189677,0,1
11.59461504,-2.550176059,3.132219258,30,0.905189677,0,1
11.61273549,-2.100428367,2.985714964,30,0.905189677,0,1
11.52402544,-1.646146468,2.825504657,30,0.905189677,0,1
11.53107079,-1.212860905,2.696033545,30,0.905189677,0,1
11.46911313,-2.519005466,2.6327192,30,0.905189677,0,1
11.44701479,-2.073136262,2.486516526,30,0.905189677,0,1
11.50368177,-2.526597808,2.185877364,30,0.905189677,0,1
11.46555054,-2.562683479,3.590966139,30,0.905189677,0,1
11.52777476,-2.121605517,3.444456085,30,0.905189677,0,1
11.49958198,-1.669857634,3.290153976,30,0.905189677,0,1
11.5214419,-1.23457927,3.161694753,30,0.905189677,0,1
11.59428595,-2.587420819,3.134260121,30,0.905189677,0,1
11.61100454,-2.136923138,2.986941155,30,0.905189677,0,1
11.520844,-1.681774674,2.825976486,30,0.905189677,0,1
11.53019997,-1.248546582,2.696713036,30,0.905189677,0,1
11.46133087,-2.554180321,2.6327192,30,0.905189677,0,1
11.50215129,-2.119587872,2.499893955,30,0.905189677,0,1
11.50259314,-2.563375784,2.187154572,30,0.905189677,0,1
11.46043155,-2.598481593,3.59184304,30,0.905189677,0,1
11.53441472,-2.159434014,3.448403108,30,0.905189677,0,1
11.49726019,-1.705553546,3.290971275,30,0.905189677,0,1
11.53198411,-1.271506681,3.16564344,30,0.905189677,0,1
11.58912211,-2.623619699,3.135025443,30,0.905189677,0,1
11.61201675,-2.173962462,2.988903339,30,0.905189677,0,1
11.51659199,-1.717255616,2.826212285,30,0.905189677,0,1
11.52728393,-1.284022719,2.696939535,30,0.905189677,0,1
11.45344124,-2.589331158,2.632719201,30,0.905189677,0,1
11.47540953,-2.151082305,2.49550443,30,0.905189677,0,1
11.49946977,-2.599737072,2.188066999,30,0.905189677,0,1
11.44774647,-2.632557674,3.590381537,30,0.905189677,0,1
11.51077017,-2.19158077,3.443328366,30,0.905189677,0,1
11.5005359,-1.742115593,3.293423173,30,0.905189677,0,1
11.53761435,-1.307967059,3.168275582,30,0.905189677,0,1
11.57442191,-2.657647602,3.133239689,30,0.905189677,0,1
11.62624442,-2.213566472,2.994299466,30,0.905189677,0,1
11.51030811,-1.752433611,2.825976486,30,0.905189677,0,1
11.52425769,-1.319492689,2.697166031,30,0.905189677,0,1
11.4530517,-2.626202248,2.63446943,30,0.905189677,0,1
11.46203201,-2.184996463,2.494041257,30,0.905189677,0,1
11.50006518,-2.636982482,2.189709228,30,0.905189677,0,1
11.43505893,-2.621446278,1.733012895,30,0.905189677,0,1
11.4358905,-2.666797847,3.589212331,30,0.905189677,0,1
11.4917475,-2.224514796,3.439663159,30,0.905189677,0,1
11.50179308,-1.778419755,3.295330046,30,0.905189677,0,1
11.53067269,-1.343022948,3.16748594,30,0.905189677,0,1
11.57468904,-2.695118572,3.135535659,30,0.905189677,0,1
11.62701327,-2.250698813,2.996261652,30,0.905189677,0,1
11.52312291,-1.790573568,2.830458042,30,0.905189677,0,1
11.53466531,-1.356548895,2.700563257,30,0.905189677,0,1
11.46014793,-2.664863456,2.637969892,30,0.905189677,0,1
11.46487498,-2.222011754,2.496131472,30,0.905189677,0,1
11.50628576,-2.675592194,2.19244651,30,0.905189677,0,1
11.52674241,-2.23567238,2.060633775,30,0.905189677,0,1
11.4269626,-2.656516094,1.733012895,30,0.905189677,0,1
11.43510037,-2.703630414,3.591550741,30,0.905189677,0,1
11.4989894,-2.262538841,3.443892227,30,0.905189677,0,1
11.50578673,-1.815197861,3.298054454,30,0.905189677,0,1
11.51979276,-1.377590474,3.16564344,30,0.905189677,0,1
11.54942765,-2.726617471,3.130943718,30,0.905189677,0,1
11.62480896,-2.28729521,2.997488075,30,0.905189677,0,1
11.522374,-1.826678356,2.831637261,30,0.905189677,0,1
11.5343178,-1.392397315,2.701469013,30,0.905189677,0,1
11.4566664,-2.70112982,2.639063755,30,0.905189677,0,1
11.46855759,-2.259254277,2.498430778,30,0.905189677,0,1
11.51524855,-2.714941558,2.195730966,30,0.905189677,0,1
11.52176253,-2.271406368,2.060979484,30,0.905189677,0,1
11.42453531,-2.692922797,1.733889679,30,0.905189677,0,1
11.44721096,-2.74360374,3.597981601,30,0.905189677,0,1
11.53432979,-2.306271604,3.456579433,30,0.905189677,0,1
11.51156319,-1.852322841,3.301323649,30,0.905189677,0,1
11.51168175,-1.412456186,3.164590346,30,0.905189677,0,1
11.48458629,-2.748534875,3.115637244,30,0.905189677,0,1
11.61203356,-2.321808333,2.99601632,30,0.905189677,0,1
11.52822778,-1.863881157,2.834467766,30,0.905189677,0,1
11.53675734,-1.428615447,2.703054493,30,0.905189677,0,1
11.4578163,-2.738533998,2.641251485,30,0.905189677,0,1
11.47691456,-2.29749986,2.501775076,30,0.905189677,0,1
11.50304017,-2.749342863,2.195001166,30,0.905189677,0,1
11.51280814,-2.306356942,2.060633777,30,0.905189677,0,1
11.42584207,-2.730259417,1.735351066,30,0.905189677,0,1
11.40482613,-2.73049861,0.865096853,30,0.905189677,0,1
11.42572968,-2.775550065,3.593889149,30,0.905189677,0,1
11.52249895,-2.340692716,3.455169665,30,0.905189677,0,1
11.52386604,-1.890590776,3.306499717,30,0.905189677,0,1
11.50538025,-1.447526032,3.164063919,30,0.905189677,0,1
11.47891888,-2.784439902,3.116402567,30,0.905189677,0,1
11.61815655,-2.360124501,2.999450261,30,0.905189677,0,1
11.53300241,-1.900979034,2.837062238,30,0.905189677,0,1
11.54874739,-1.466088308,2.706904717,30,0.905189677,0,1
11.46453413,-2.777348981,2.64475171,30,0.905189677,0,1
11.48706198,-2.336207771,2.505537561,30,0.905189677,0,1
11.51175103,-2.78878752,2.19828562,30,0.905189677,0,1
11.51050414,-2.34264913,2.061498045,30,0.905189677,0,1
11.42125743,-2.766231893,1.735935549,30,0.905189677,0,1
11.40662484,-2.762687778,1.298200886,30,0.905189677,0,1
11.44679235,-2.77770445,0.868922458,30,0.905189677,0,1
11.43108992,-2.814019605,3.598273904,30,0.905189677,0,1
11.50492737,-2.373899357,3.452068315,30,0.905189677,0,1
11.52085898,-1.926412639,3.307317017,30,0.905189677,0,1
11.50088446,-1.482817297,3.164063916,30,0.905189677,0,1
11.47971203,-2.821951716,3.118953646,30,0.905189677,0,1
11.60041709,-2.393602472,2.99675208,30,0.905189677,0,1
11.53190756,-1.937157791,2.838241693,30,0.905189677,0,1
11.55578542,-1.503020012,2.70962245,30,0.905189677,0,1
11.46448794,-2.814602407,2.646720807,30,0.905189677,0,1
11.47984052,-2.371438619,2.505537561,30,0.905189677,0,1
11.5031407,-2.824092123,2.19828562,30,0.905189677,0,1
11.51001443,-2.379347622,2.062708254,30,0.905189677,0,1
11.41944267,-2.802909464,1.736958603,30,0.905189677,0,1
11.41064421,-2.800749901,1.299630087,30,0.905189677,0,1
11.44402689,-2.814238762,0.869363889,30,0.905189677,0,1
11.43446592,-2.852085112,3.602073821,30,0.905189677,0,1
11.49477384,-2.408594718,3.451222646,30,0.905189677,0,1
11.5461955,-1.967081656,3.316307305,30,0.905189677,0,1
11.4962813,-1.518094435,3.164063917,30,0.905189677,0,1
11.48319778,-2.860195799,3.12227005,30,0.905189677,0,1
11.60155792,-2.430970043,2.998959595,30,0.905189677,0,1
11.52207842,-1.971872291,2.837298269,30,0.905189677,0,1
11.55980929,-1.539622877,2.711660691,30,0.905189677,0,1
11.47379005,-2.854237248,2.650877397,30,0.905189677,0,1
11.47442477,-2.407048829,2.505955509,30,0.905189677,0,1
11.4982396,-2.860319267,2.199015657,30,0.905189677,0,1
11.51326353,-2.416874425,2.064609642,30,0.905189677,0,1
11.4194298,-2.840079698,1.738273721,30,0.905189677,0,1
11.40682097,-2.836943633,1.300179761,30,0.905189677,0,1
11.43630655,-2.849576315,0.869437442,30,0.905189677,0,1
11.40155497,-2.881060519,3.594473752,30,0.905189677,0,1
11.49671423,-2.44584525,3.454041945,30,0.905189677,0,1
11.54294984,-2.002989203,3.317124602,30,0.905189677,0,1
11.50782234,-1.555554352,3.168538796,30,0.905189677,0,1
11.48936945,-2.899197431,3.126351777,30,0.905189677,0,1
11.60542472,-2.468972566,3.001902875,30,0.905189677,0,1
11.51310321,-2.006711716,2.836590645,30,0.905189677,0,1
11.55599628,-1.575212166,2.711887188,30,0.905189677,0,1
11.47160267,-2.891094129,2.652408995,30,0.905189677,0,1
11.46698572,-2.442240424,2.505955508,30,0.905189677,0,1
11.49798996,-2.897744318,2.200657883,30,0.905189677,0,1
11.50001447,-2.450953502,2.063572521,30,0.905189677,0,1
11.41833681,-2.877034264,1.739442805,30,0.905189677,0,1
11.40481012,-2.873625982,1.300949376,30,0.905189677,0,1
11.43524613,-2.886601734,0.870025978,30,0.905189677,0,1
11.40377965,-2.91887205,3.597981602,30,0.905189677,0,1
11.48352971,-2.479890051,3.452350365,30,0.905189677,0,1
11.54054094,-2.039062568,3.318214414,30,0.905189677,0,1
11.5058626,-1.591249081,3.169328674,30,0.905189677,0,1
11.4972829,-2.938742751,3.130943718,30,0.905189677,0,1
11.60348023,-2.505793768,3.003374629,30,0.905189677,0,1
11.51263327,-2.043042802,2.838005897,30,0.905189677,0,1
11.55593257,-1.611330692,2.713019675,30,0.905189677,0,1
11.47307969,-2.928930056,2.654815358,30,0.905189677,0,1
11.46421816,-2.478442249,2.507000733,30,0.905189677,0,1
11.4947624,-2.934465421,2.201752704,30,0.905189677,0,1
11.49821754,-2.487473086,2.064609643,30,0.905189677,0,1
11.43150262,-2.917678462,1.742803911,30,0.905189677,0,1
11.41616447,-2.913763603,1.303258221,30,0.905189677,0,1
11.42923559,-2.922412043,0.870246695,30,0.905189677,0,1
11.33737811,-2.912209321,-0.421035936,30,0.905189677,0,1
11.40680577,-2.956964296,3.601781519,30,0.905189677,0,1
11.49086196,-2.518395709,3.456861481,30,0.905189677,0,1
11.54369997,-2.07616208,3.320938584,30,0.905189677,0,1
11.50188242,-1.626676135,3.169591891,30,0.905189677,0,1
11.47978797,-2.971821068,3.128647746,30,0.905189677,0,1
11.60047372,-2.542418569,3.00460082,30,0.905189677,0,1
11.51013621,-2.079044395,2.838949319,30,0.905189677,0,1
11.55189912,-1.646913682,2.713246173,30,0.905189677,0,1
11.46876352,-2.965336527,2.655909223,30,0.905189677,0,1
11.46420235,-2.515279034,2.508672765,30,0.905189677,0,1
11.49522403,-2.972178211,2.203577557,30,0.905189677,0,1
11.486684,-2.521892497,2.063918229,30,0.905189677,0,1
11.41196256,-2.950012687,1.741196493,30,0.905189677,0,1
11.4225687,-2.952754299,1.305017274,30,0.905189677,0,1
11.42311199,-2.958212919,0.87046741,30,0.905189677,0,1
11.3911428,-2.953752885,0.437472623,30,0.905189677,0,1
11.42080521,-2.998016371,3.60908905,30,0.905189677,0,1
11.48963726,-2.55509516,3.458834873,30,0.905189677,0,1
11.54674113,-2.113299984,3.323662994,30,0.905189677,0,1
11.50161148,-1.6626459,3.170907961,30,0.905189677,0,1
11.48277548,-3.010214077,3.131964148,30,0.905189677,0,1
11.59640425,-2.578838143,3.005581912,30,0.905189677,0,1
11.49988045,-2.11364457,2.838005896,30,0.905189677,0,1
11.5439007,-1.681925259,2.712566681,30,0.905189677,0,1
11.45866751,-3.000261094,2.65569059,30,0.905189677,0,1
11.47075012,-2.553626261,2.511808207,30,0.905189677,0,1
11.46114911,-2.110868693,2.3727101,30,0.905189677,0,1
11.50031901,-3.011166652,2.206314604,30,0.905189677,0,1
11.47696953,-2.556692957,2.063572521,30,0.905189677,0,1
11.41147159,-2.987264883,1.742511729,30,0.905189677,0,1
11.41826358,-2.989043107,1.305566948,30,0.905189677,0,1
11.42459434,-2.996027359,0.871276663,30,0.905189677,0,1
11.40812369,-2.99553899,0.43847565,30,0.905189677,0,1
11.42449293,-3.036479802,3.613181267,30,0.905189677,0,1
11.48736007,-2.591599643,3.46052669,30,0.905189677,0,1
11.54304115,-2.149243414,3.324480293,30,0.905189677,0,1
